,Data,value,capodanno,epifania,pasqua,ferragosto,natale,ultimodellanno,sabato,domenica,vigilia,santostefano,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
753,2012-01-24,158.788267,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
754,2012-01-25,156.944994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
755,2012-01-26,157.414553,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
756,2012-01-27,163.095655,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
757,2012-01-28,149.820177,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
758,2012-01-29,134.757048,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
759,2012-01-30,157.365626,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
760,2012-01-31,172.422958,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
761,2012-02-01,163.325275,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
762,2012-02-02,164.576944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
763,2012-02-03,182.223856,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
764,2012-02-04,146.46729,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
765,2012-02-05,129.049461,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
766,2012-02-06,216.697755,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
767,2012-02-07,222.568152,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
768,2012-02-08,247.61337200000003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
769,2012-02-09,254.403071,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
770,2012-02-10,288.834694,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
771,2012-02-11,169.763917,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
772,2012-02-12,151.80983,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
773,2012-02-13,221.942134,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
774,2012-02-14,174.062926,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
775,2012-02-15,160.112323,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
776,2012-02-16,162.65551299999996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
777,2012-02-17,164.17935,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
778,2012-02-18,155.458904,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
779,2012-02-19,144.027499,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
780,2012-02-20,176.217117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
781,2012-02-21,166.689619,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
782,2012-02-22,157.805812,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
783,2012-02-23,157.348082,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
784,2012-02-24,163.130737,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
785,2012-02-25,137.480898,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
786,2012-02-26,84.563397,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
787,2012-02-27,149.783981,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
788,2012-02-28,154.590056,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
789,2012-02-29,157.31243,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
790,2012-03-01,153.935569,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
791,2012-03-02,154.851295,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
792,2012-03-03,135.086174,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
793,2012-03-04,103.061259,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
794,2012-03-05,156.040208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
795,2012-03-06,157.694265,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
796,2012-03-07,154.738874,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
797,2012-03-08,157.249969,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
798,2012-03-09,147.967347,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
799,2012-03-10,109.128297,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
800,2012-03-11,85.033462,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
801,2012-03-12,150.281375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
802,2012-03-13,150.08326200000005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
803,2012-03-14,151.53241599999996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
804,2012-03-15,139.47241599999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
805,2012-03-16,144.645649,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
806,2012-03-17,114.550978,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
807,2012-03-18,84.129708,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
808,2012-03-19,155.949811,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
809,2012-03-20,163.15630900000005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
810,2012-03-21,137.636678,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
811,2012-03-22,125.804009,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
812,2012-03-23,146.739643,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
813,2012-03-24,151.469786,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
814,2012-03-25,81.352852,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
815,2012-03-26,153.337482,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
816,2012-03-27,142.26981,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
817,2012-03-28,140.271905,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
818,2012-03-29,149.78710900000004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
819,2012-03-30,148.582534,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
820,2012-03-31,156.397575,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
821,2012-04-01,164.07755600000004,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
822,2012-04-02,151.492692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
823,2012-04-03,145.061413,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
824,2012-04-04,162.058654,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
825,2012-04-05,167.481781,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
826,2012-04-06,136.233038,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
827,2012-04-07,150.872633,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
828,2012-04-08,62.51,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
829,2012-04-09,58.12236600000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
830,2012-04-10,165.47851599999996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
831,2012-04-11,148.935688,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
832,2012-04-12,142.1481,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
833,2012-04-13,149.527929,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
834,2012-04-14,145.634549,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
835,2012-04-15,122.909957,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
836,2012-04-16,158.274407,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
837,2012-04-17,142.963961,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
838,2012-04-18,140.125029,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
839,2012-04-19,152.251621,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
840,2012-04-20,151.974044,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
841,2012-04-21,112.929587,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
842,2012-04-22,99.911781,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
843,2012-04-23,135.61604599999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
844,2012-04-24,136.233097,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
845,2012-04-25,94.392313,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
846,2012-04-26,140.635331,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
847,2012-04-27,127.243458,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
848,2012-04-28,132.564019,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
849,2012-04-29,133.449597,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
850,2012-04-30,128.683681,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
851,2012-05-01,96.996336,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
852,2012-05-02,148.387259,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
853,2012-05-03,105.863756,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
854,2012-05-04,128.555279,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
855,2012-05-05,127.320926,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
856,2012-05-06,99.857326,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
857,2012-05-07,142.396297,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
858,2012-05-08,127.808053,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
859,2012-05-09,122.747834,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
860,2012-05-10,144.551293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
861,2012-05-11,139.35308700000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
862,2012-05-12,107.000951,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
863,2012-05-13,102.287143,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
864,2012-05-14,141.498113,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
865,2012-05-15,137.56298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
866,2012-05-16,135.35323,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
867,2012-05-17,132.27655900000002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
868,2012-05-18,146.331104,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
869,2012-05-19,133.784843,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
870,2012-05-20,119.43,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
871,2012-05-21,164.856579,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
872,2012-05-22,139.343211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
873,2012-05-23,147.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
874,2012-05-24,146.648607,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
875,2012-05-25,134.4465,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
876,2012-05-26,101.611999,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
877,2012-05-27,56.13536800000001,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
878,2012-05-28,151.653115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
879,2012-05-29,137.695722,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
880,2012-05-30,149.943019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
881,2012-05-31,157.243435,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
882,2012-06-01,159.64836,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
883,2012-06-02,86.06285,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
884,2012-06-03,120.80006000000002,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
885,2012-06-04,154.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
886,2012-06-05,110.01285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
887,2012-06-06,145.968882,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
888,2012-06-07,153.371263,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
889,2012-06-08,153.478488,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
890,2012-06-09,139.699161,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
891,2012-06-10,96.927957,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
892,2012-06-11,119.72154,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
893,2012-06-12,141.788859,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
894,2012-06-13,128.716629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
895,2012-06-14,144.269171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
896,2012-06-15,154.572362,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
897,2012-06-16,129.86,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
898,2012-06-17,91.406137,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
899,2012-06-18,157.547271,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
900,2012-06-19,154.61047299999996,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
901,2012-06-20,170.496133,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
902,2012-06-21,168.56735,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
903,2012-06-22,171.135514,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
904,2012-06-23,150.848414,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
905,2012-06-24,115.652591,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
906,2012-06-25,143.621708,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
907,2012-06-26,160.768139,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
908,2012-06-27,169.524646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
909,2012-06-28,174.447236,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
910,2012-06-29,164.417651,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
911,2012-06-30,159.029748,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
912,2012-07-01,160.623,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
913,2012-07-02,172.29263999999995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
914,2012-07-03,163.39198100000004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
915,2012-07-04,173.509431,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
916,2012-07-05,162.704374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
917,2012-07-06,159.720564,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
918,2012-07-07,138.36268700000002,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
919,2012-07-08,127.209694,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
920,2012-07-09,153.19471299999995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
921,2012-07-10,162.490011,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
922,2012-07-11,165.316199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
923,2012-07-12,170.458395,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
924,2012-07-13,160.760967,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
925,2012-07-14,148.549773,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
926,2012-07-15,130.128503,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
927,2012-07-16,148.756778,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
928,2012-07-17,155.228309,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
929,2012-07-18,134.347748,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
930,2012-07-19,161.83953799999995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
931,2012-07-20,155.760715,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
932,2012-07-21,144.64347800000004,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
933,2012-07-22,124.757267,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
934,2012-07-23,137.364767,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
935,2012-07-24,155.039513,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
936,2012-07-25,162.816341,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
937,2012-07-26,169.344565,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
938,2012-07-27,154.272848,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
939,2012-07-28,143.74956699999996,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
940,2012-07-29,118.681545,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
941,2012-07-30,160.586592,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
942,2012-07-31,172.059005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
943,2012-08-01,172.3586,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
944,2012-08-02,165.601167,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
945,2012-08-03,172.85973,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
946,2012-08-04,170.991341,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
947,2012-08-05,150.308741,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
948,2012-08-06,148.677887,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
949,2012-08-07,142.343122,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
950,2012-08-08,149.526069,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
951,2012-08-09,148.866004,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
952,2012-08-10,145.409248,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
953,2012-08-11,146.565115,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
954,2012-08-12,147.900832,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
955,2012-08-13,148.242421,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
956,2012-08-14,139.760372,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
957,2012-08-15,146.47313400000004,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
958,2012-08-16,148.16107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
959,2012-08-17,153.065869,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
960,2012-08-18,140.50393,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
961,2012-08-19,140.588473,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
962,2012-08-20,144.603748,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
963,2012-08-21,149.5648,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
964,2012-08-22,159.0166,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
965,2012-08-23,146.333423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
966,2012-08-24,152.421087,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
967,2012-08-25,143.083244,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
968,2012-08-26,137.941178,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
969,2012-08-27,160.964867,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
970,2012-08-28,171.302231,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
971,2012-08-29,161.65590500000005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
972,2012-08-30,152.205668,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
973,2012-08-31,169.21381599999995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
974,2012-09-01,142.146587,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
975,2012-09-02,150.72745700000004,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
976,2012-09-03,177.43618600000005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
977,2012-09-04,150.707789,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
978,2012-09-05,161.669208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
979,2012-09-06,159.708787,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
980,2012-09-07,156.507541,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
981,2012-09-08,146.623739,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
982,2012-09-09,154.05692,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
983,2012-09-10,161.842994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
984,2012-09-11,157.83078999999995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
985,2012-09-12,158.16521,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
986,2012-09-13,157.20193,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
987,2012-09-14,150.89013300000005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
988,2012-09-15,133.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
989,2012-09-16,110.592318,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
990,2012-09-17,158.161745,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
991,2012-09-18,153.365205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
992,2012-09-19,162.878575,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
993,2012-09-20,149.338597,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
994,2012-09-21,151.10794099999995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
995,2012-09-22,134.884072,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
996,2012-09-23,96.824321,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
997,2012-09-24,151.527749,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
998,2012-09-25,138.57111799999998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
999,2012-09-26,168.931636,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1000,2012-09-27,153.189601,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1001,2012-09-28,151.587436,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1002,2012-09-29,133.718137,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1003,2012-09-30,132.559112,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1004,2012-10-01,142.077838,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1005,2012-10-02,138.963273,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1006,2012-10-03,137.379652,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1007,2012-10-04,135.636688,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
